date,run_id,variant,version,cases_total,entrypoints_identificados,entrypoints_probados,malformed_total,malformed_rechazados_pre_limiteB,intentos_esc_priv_totales,intentos_esc_priv_exitosos,intentos_bypass_limiteC,bypass_limiteC_confirmados,crashes_criticos,transiciones_no_controladas_proc_priv,rutas_no_controladas_kernel,senales_kernel_reg_rw_pc,repros_totales,repros_exitosos,replay_totales,replay_deterministicos,artifacts_completos,artifacts_totales,repro_tiempo_min_total,latencia_p95_base_ms,latencia_p95_post_ms,tests_regresion_totales,tests_regresion_ok,tests_seg_baseline,tests_seg_actual,baseline_crash_crit,postmit_crash_crit,baseline_rutas_no_controladas,postmit_rutas_no_controladas,notes
2026-03-27,baseline-20260327T135640Z,baseline_no_mutaciones,V2_ACTUAL,5,8,8,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,10,10,3,3,10,10,0,0,0,0,"D17 baseline sin mutaciones (accept=2, degrade=1, reject=2)"
